FIPS,City
RP47,Nueva Ecija
RP48,Nueva Vizcaya
RP49,Palawan
RP50,Pampanga
RP51,Pangasinan
RP52,Quezon
RP53,Rizal
RP54,Romblon
RP55,Samar
RP56,Maguindanao
RP57,North Cotabato
RP58,Sorsogon
RP59,Southern Leyte
RP60,Sulu
RP61,Surigao Del Norte
RP62,Surigao Del Sur
RP63,Tarlac
RP64,Zambales
RP65,Zamboanga Del Norte
RP66,Zamboanga Del Sur
RP67,Northern Samar
RP68,Quirino
RP69,Siquijor
RP70,South Cotabato
RP71,Sultan Kudarat
RP72,Tawitawi
RPA1,Angeles
RPA2,Bacolod
RPA3,Bago
RPA4,Baguio
RPA5,Bais
RPA6,Basilan City
RPA7,Batangas City
RPA8,Butuan
RPA9,Cabanatuan
RPB1,Cadiz
RPB2,Cagayan De Oro
RPB3,Calbayog
RPB4,Caloocan
RPB5,Canlaon
RPB6,Cavite City
RPB7,Cebu City
RPB8,Cotabato
RPB9,Dagupan
RPC1,Danao
RPC2,Dapitan
RPC3,Davao City
RPC4,Dipolog
RPC5,Dumaguete
RPC6,General Santos
RPC7,Gingoog
RPC8,Iligan
RPC9,Iloilo City
RPD1,Iriga
RPD2,La Carlota
RPD3,Laoag
RPD4,Lapu-Lapu
RPD5,Legaspi
RPD6,Lipa
RPD7,Lucena
RPD8,Mandaue
RPD9,Manila
RPE1,Marawi
RPE2,Naga
RPE3,Olongapo
RPE4,Ormoc
RPE5,Oroquieta
RPE6,Ozamis
RPE7,Pagadian
RPE8,Palayan
RPE9,Pasay
RPF1,Puerto Princesa
RPF2,Quezon City
RPF3,Roxas
RPF4,San Carlos Negros Occidental
RPF5,San Carlos Pangasinan
RPF6,San Jose
RPF7,San Pablo
RPF8,Silay
RPF9,Surigao
RPG1,Tacloban
RPG2,Tagaytay
RPG3,Tagbilaran
RPG4,Tangub
RPG5,Toledo
RPG6,Trece Martires
RPG7,Zamboanga
RPG8,Aurora
RPH2,Quezon
RPH3,Negros Occidental
RQ00,Puerto Rico
RS00,Russia
RS01,Adygeya
RS02,Aginskiy Buryatskiy Avtonomnyy Okrug
RS03,Altay
RS04,Altayskiy Kray
RS05,Amurskaya Oblast'
RS06,Arkhangel'Skaya Oblast'
RS07,Astrakhanskaya Oblast'
RS08,Bashkortostan
RS09,Belgorodskaya Oblast'
RS10,Bryanskaya Oblast'
RS11,Buryatiya
RS12,Chechnya
RS13,Chelyabinskaya Oblast'
RS14,Chitinskaya Oblast'
RS15,Chukotskiy Avtonomnyy Okrug
RS16,Chuvashiya
RS17,Dagestan
RS18,Evenkiyskiy Avtonomnyy Okrug
RS19,Ingushetiya
RS20,Irkutskaya Oblast'
RS21,Ivanovskaya Oblast'
RS22,Kabardino-Balkariya
RS23,Kaliningradskaya Oblast'
RS24,Kalmykiya
RS25,Kaluzhskaya Oblast'
RS26,Kamchatskaya Oblast'
RS27,Karachayevo-Cherkesiya
RS28,Kareliya
RS29,Kemerovskaya Oblast'
RS30,Khabarovskiy Kray
RS31,Khakasiya
RS32,Khanty-Mansiyskiy Avtonomnyy Okrug
RS33,Kirovskaya Oblast'
RS34,Komi
RS35,Komi-Permyatskiy Avtonomnyy Okrug
RS36,Koryakskiy Avtonomnyy Okrug
RS37,Kostromskaya Oblast'
RS38,Krasnodarskiy Kray
RS39,Krasnoyarskiy Kray
RS40,Kurganskaya Oblast'
RS41,Kurskaya Oblast'
RS42,Leningradskaya Oblast'
RS43,Lipetskaya Oblast'
RS44,Magadanskaya Oblast'
RS45,Mariy-El
RS46,Mordoviya
RS47,Moskovskaya Oblast'
RS48,Moskva
RS49,Murmanskaya Oblast'
RS50,Nenetskiy Avtonomnyy Okrug
RS51,Nizhegorodskaya Oblast'
RS52,Novgorodskaya Oblast'
RS53,Novosibirskaya Oblast'
RS54,Omskaya Oblast'
RS55,Orenburgskaya Oblast'
RS56,Orlovskaya Oblast'
RS57,Penzenskaya Oblast'
RS58,Permskaya Oblast'
RS59,Primorskiy Kray
RS60,Pskovskaya Oblast'
RS61,Rostovskaya Oblast'
RS62,Ryazanskaya Oblast'
RS63,Sakha (Yakutiya)
RS64,Sakhalinskaya Oblast'
RS65,Samarskaya Oblast'
RS66,Sankt-Peterburg
RS67,Saratovskaya Oblast'
RS68,Severnaya Osetiya-Alaniya
RS69,Smolenskaya Oblast'
RS70,Stavropol'Skiy Kray
RS71,Sverdlovskaya Oblast'
RS72,Tambovskaya Oblast'
RS73,Tatarstan
RS74,Taymyrskiy (Dolgano-Nenetskiy) Avtonomnyy Okrug
RS75,Tomskaya Oblast'
RS76,Tul'Skaya Oblast'
RS77,Tverskaya Oblast'
RS78,Tyumenskaya Oblast'
RS79,Tyva
RS80,Udmurtiya
RS81,Ul'Yanovskaya Oblast'
RS82,Ust'-Ordynskiy Buryatskiy Avtonomnyy Okrug
RS83,Vladimirskaya Oblast'
RS84,Volgogradskaya Oblast'
RS85,Vologodskaya Oblast'
RS86,Voronezhskaya Oblast'
RS87,Yamalo-Nenetskiy Avtonomnyy Okrug
RS88,Yaroslavskaya Oblast'
RS89,Yevreyskaya Avtonomnaya Oblast'
RS90,Permskiy Kray
RS91,Krasnoyarskiy Kray
RS92,Kamchatskiy Kray
RW00,Rwanda
RW01,Butare
RW02,Byumba
RW03,Cyangugu
RW04,Gikongoro
RW05,Gisenyi
RW06,Gitarama
RW07,Kibungo
RW08,Kibuye
RW09,Kigali
RW10,Ruhengeri
RW11,Est
RW12,Kigali
RW13,Nord
RW14,Ouest
RW15,Sud
SA00,Saudi Arabia
SA02,Al Bahah
SA03,Al Jawf
SA05,Al Madinah
SA06,Ash Sharqiyah
SA08,Al Qasim
SA09,Al Qurayyat
SA10,Ar Riyad
SA11,`Asir
SA13,Ha'Il
SA14,Makkah
SA15,Al Hudud Ash Shamaliyah
SA16,Najran
SA17,Jizan
SA19,Tabuk
SA20,Al Jawf
SB00,St. Pierre And Miquelon
SC00,St. Kitts And Nevis
SC01,Christ Church Nichola Town
SC02,Saint Anne Sandy Point
SC03,Saint George Basseterre
SC04,Saint George Gingerland
SC05,Saint James Windward
SC06,Saint John Capisterre
SC07,Saint John Figtree
SC08,Saint Mary Cayon
SC09,Saint Paul Capisterre
SC10,Saint Paul Charlestown
SC11,Saint Peter Basseterre
SC12,Saint Thomas Lowland
SC13,Saint Thomas Middle Island
SC15,Trinity Palmetto Point
SE00,Seychelles
SE01,Anse Aux Pins
SE02,Anse Boileau
SE03,Anse Etoile
SE04,Anse Louis
SE05,Anse Royale
SE06,Baie Lazare
SE07,Baie Sainte Anne
SE08,Beau Vallon
SE09,Bel Air
SE10,Bel Ombre
SE11,Cascade
SE12,Glacis
SE13,Grand' Anse (Mahe)
SE14,Grand' Anse (Praslin)
SE15,La Digue
SE16,La Riviere Anglaise
SE17,Mont Buxton
SE18,Mont Fleuri
SE19,Plaisance
SE20,Pointe La Rue
SE21,Port Glaud
SE22,Saint Louis
SE23,Takamaka
SE24,Grand Anse Mahe
SE25,Inner Islands
SE26,English River
SE27,Port Glaud
SE28,Au Cap
SE29,Les Mamelles
SE30,Roche Caiman
SF00,South Africa
SF01,Cape Province
SF02,Kwazulu-Natal
SF03,Free State
SF04,Transvaal
SF05,Eastern Cape
SF06,Gauteng
SF07,Mpumalanga
SF08,Northern Cape
SF09,Limpopo
SF10,North-West
SF11,Western Cape
SG00,Senegal
SG01,Dakar
SG02,Casamance
SG03,Diourbel
SG04,Saint-Louis
SG05,Tambacounda
SG06,Sine-Saloum
SG07,Thies
SG08,Louga
SG09,Fatick
SG10,Kaolack
SG11,Kolda
SG12,Ziguinchor
SG13,Louga
SG14,Saint-Louis
SG15,Matam
SH00,St. Helena
SH01,Ascension
SH02,Saint Helena
SH03,Tristan Da Cunha
SI00,Slovenia
SI01,Ajdovščina
SI02,Beltinci
SI03,Bled
SI04,Bohinj
SI05,Borovnica
SI06,Bovec
SI07,Brda
SI08,Brežice
SI09,Brezovica
SI10,Cankova-Tišina
SI11,Celje
SI12,Cerklje Na Gorenjskem
SI13,Cerknica
SI14,Cerkno
SI15,Črenšovci
SI16,Črna Na Koroškem
SI17,Črnomelj
SI18,Destrnik-Trnovska Vas
SI19,Divača
SI20,Dobrepolje
SI21,Dobrova-Horjul-Polhov Gradec
SI22,Dol Pri Ljubljani
SI23,Domžale
SI24,Dornava
SI25,Dravograd
SI26,Duplek
SI27,Gorenja Vas-Poljane
SI28,Gorišnica
SI29,Gornja Radgona
SI30,Gornji Grad
SI31,Gornji Petrovci
SI32,Grosuplje
SI33,Hodoš Šalovci
SI34,Hrastnik
SI35,Hrpelje-Kozina
SI36,Idrija
SI37,Ig
SI38,Ilirska Bistrica
SI39,Ivančna Gorica
SI40,Izola-Isola
SI41,Jesenice
SI42,Juršinci
SI43,Kamnik
SI44,Kanal
SI45,Kidričevo
SI46,Kobarid
SI47,Kobilje
SI48,Kočevje
SI49,Komen
SI50,Koper-Capodistria
SI51,Kozje
SI52,Kranj
SI53,Kranjska Gora
SI54,Krško
SI55,Kungota
SI56,Kuzma
SI57,Laško
SI58,Lenart
SI59,Lendava
SI60,Litija
SI61,Ljubljana
SI62,Ljubno
SI63,Ljutomer
SI64,Logatec
SI65,Loška Dolina
SI66,Loški Potok
SI67,Luče
SI68,Lukovica
SI69,Majšperk
SI70,Maribor
SI71,Medvode
SI72,Mengeš
SI73,Metlika
SI74,Mežica
SI75,Miren-Kostanjevica
SI76,Mislinja
SI77,Moravče
SI78,Moravske Toplice
SI79,Mozirje
SI80,Murska Sobota
SI81,Muta
SI82,Naklo
SI83,Nazarje
SI84,Nova Gorica
SI85,Novo Mesto
SI86,Odranci
SI87,Ormož
SI88,Osilnica
SI89,Pesnica
SI90,Piran
SI91,Pivka
SI92,Podčetrtek
SI93,Podvelka-Ribnica
SI94,Postojna
SI95,Preddvor
SI96,Ptuj
SI97,Puconci
SI98,Rače-Fram
SI99,Radeče
SIA1,Radenci
SIA2,Radlje Ob Dravi
SIA3,Radovljica
SIA4,Ravne-Prevalje
SIA5,Ribnica
SIA6,Rogašovci
SIA7,Rogaška Slatina
SIA8,Rogatec
SIA9,Ruše
SIB1,Semič
SIB2,Šenčur
SIB3,Šentilj
SIB4,Šentjernej
SIB5,Šentjur Pri Celju
SIB6,Sevnica
SIB7,Sežana
SIB8,Škocjan
SIB9,Škofja Loka
SIC1,Škofljica
SIC2,Slovenj Gradec
SIC3,Slovenska Bistrica
SIC4,Slovenske Konjice
SIC5,Šmarje Pri Jelšah
SIC6,Šmartno Ob Paki
SIC7,Šoštanj
SIC8,Starše
SIC9,Štore
SID1,Sveti Jurij
SID2,Tolmin
SID3,Trbovlje
SID4,Trebnje
SID5,Tržič
SID6,Turnišče
SID7,Velenje
SID8,Velike Lašče
SID9,Videm
SIE1,Vipava
SIE2,Vitanje
SIE3,Vodice
SIE4,Vojnik
SIE5,Vrhnika
SIE6,Vuzenica
SIE7,Zagorje Ob Savi
SIE8,Žalec
SIE9,Zavrč
SIF1,Železniki
SIF2,Žiri
SIF3,Zreče
SIF4,Benedikt
SIF5,Bistrica Ob Sotli
SIF6,Bloke
SIF7,Braslovče
SIF8,Cankova
SIF9,Cerkvenjak
SIG1,Destrnik
SIG2,Dobje
SIG3,Dobrna
SIG4,Dobrova-Horjul-Polhov Gradec
SIG5,Dobrovnik-Dobronak
SIG6,Dolenjske Toplice
SIG7,Domžale
SIG8,Grad
SIG9,Hajdina
SIH1,Hoče-Slivnica
SIH2,Hodoš-Hodos
SIH3,Horjul
SIH4,Jesenice
SIH5,Jezersko
SIH6,Kamnik
SIH7,Kočevje
SIH8,Komenda
SIH9,Kostel
SII1,Križevci
SII2,Kuzma
SII3,Lenart
SII4,Lendava-Lendva
SII5,Litija
SII6,Ljutomer
SII7,Loška Dolina
SII8,Lovrenc Na Pohorju
SII9,Luče
SIJ1,Majšperk
SIJ2,Maribor
SIJ3,Markovci
SIJ4,Miklavž Na Dravskem Polju
SIJ5,Miren-Kostanjevica
SIJ6,Mirna Peč
SIJ7,Novo Mesto
SIJ8,Oplotnica
SIJ9,Piran-Pirano
SIK1,Podlehnik
SIK2,Podvelka
SIK3,Polzela
SIK4,Prebold
SIK5,Preddvor
SIK6,Prevalje
SIK7,Ptuj
SIK8,Ravne Na Koroškem
SIK9,Razkrižje
SIL1,Ribnica
SIL2,Ribnica Na Pohorju
SIL3,Ruše
SIL4,Šalovci
SIL5,Selnica Ob Dravi
SIL6,Šempeter-Vrtojba
SIL7,Šentjur Pri Celju
SIL8,Slovenska Bistrica
SIL9,Šmartno Pri Litiji
SIM1,Sodražica
SIM2,Solčava
SIM3,Sveta Ana
SIM4,Sveti Andraž V Slovenskih Goricah
SIM5,Tabor
SIM6,Tišina
SIM7,Trnovska Vas
SIM8,Trzin
SIM9,Velika Polana
SIN1,Veržej
SIN2,Videm
SIN3,Vojnik
SIN4,Vransko
SIN5,Žalec
SIN6,Žetale
SIN7,Žirovnica
SIN8,Žužemberk
SL00,Sierra Leone
SL01,Eastern
SL02,Northern
SL03,Southern
SL04,Western Area
SM00,San Marino
SM01,Acquaviva
SM02,Chiesanuova
SM03,Domagnano
SM04,Faetano
SM05,Fiorentino
SM06,Borgo Maggiore
SM07,San Marino
SM08,Monte Giardino
SM09,Serravalle
SN00,Singapore
SO00,Somalia
SO01,Bakool
SO02,Banaadir
SO03,Bari
SO04,Bay
SO05,Galguduud
SO06,Gedo
SO07,Hiiraan
SO08,Jubbada Dhexe
SO09,Jubbada Hoose
SO10,Mudug
SO11,Nugaal
SO12,Sanaag
SO13,Shabeellaha Dhexe
SO14,Shabeellaha Hoose
SO15,Togdheer
SO16,Woqooyi Galbeed
SO18,Nugaal
SO19,Togdheer
SO20,Woqooyi Galbeed
SO21,Awdal
SO22,Sool
SP00,Spain
SP01,Alava
SP02,Albacete
SP03,Alicante
SP04,Almeria
SP05,Avila
SP06,Badajoz
SP07,Islas Baleares
SP08,Barcelona
SP09,Burgos
SP10,Caceres
SP11,Cadiz
SP12,Castellon
SP13,Ciudad Real
SP14,Cordoba
SP15,Cuenca
SP16,Gerona
SP17,Granada
SP18,Guadalajara
SP19,Guipuzcoa
SP20,Huelva
SP21,Huesca
SP22,Jaen
SP23,La Coruna
SP24,Las Palmas
SP25,Leon
SP26,Lerida
SP27,La Rioja
SP28,Lugo
SP29,Madrid
SP30,Malaga
SP31,Murcia
SP32,Navarra
SP33,Orense
SP34,Asturias
SP35,Palencia
SP36,Pontevedra
SP37,Salamanca
SP38,Santa Cruz De Tenerife
SP39,Cantabria
SP40,Segovia
SP41,Sevilla
SP42,Soria
SP43,Tarragona
SP44,Teruel
SP45,Toledo
SP46,Valencia
SP47,Valladolid
SP48,Vizcaya
SP49,Zamora
SP50,Zaragoza
SP51,Andalucia
SP52,Aragon
SP53,Canarias
SP54,Castilla-La Mancha
SP55,Castilla Y Leon
SP56,Cataluna
SP57,Extremadura
SP58,Galicia
SP59,Pais Vasco
SP60,Valenciana
SR00,Serbia
ST00,St. Lucia
ST01,Anse-La-Raye
ST02,Dauphin
ST03,Castries
ST04,Choiseul
ST05,Dennery
ST06,Gros-Islet
ST07,Laborie
ST08,Micoud
ST09,Soufriere
ST10,Vieux-Fort
ST11,Praslin
SU00,Sudan
SU26,A`Ali An Nil
SU27,Al Wusta
SU28,Al Istiwa'Iyah
SU29,Al Kharţūm
SU30,Ash Shamaliyah
SU31,Ash Sharqiyah
SU32,Bahr Al Ghazal
SU33,Darfur
SU34,Kurdufan
SU35,AʽĀlī An Nīl
SU36,Al Baḩr Al Aḩmar
SU37,Al Buḩayrāt
SU38,Al Jazīrah
SU39,Al Qaḑārif
SU40,Al Waḩdah
SU41,An Nīl Al Abyaḑ
SU42,An Nīl Al Azraq
SU43,Ash Shamālīyah
SU44,Baḩr Al Jabal
SU45,Gharb Al IstiwāʼĪyah
SU46,Gharb Baḩr Al Ghazāl
SU47,Gharb Dārfūr
SU48,Gharb Kurdufān
SU49,Janūb Dārfūr
SU50,Janūb Kurdufān
SU51,Junqalī
SU52,Kassalā
SU53,Nahr An Nīl
SU54,Shamāl Baḩr Al Ghazāl
SU55,Shamāl Dārfūr
SU56,Shamāl Kurdufān
SU57,Sharq Al IstiwāʼĪyah
SU58,Sinnār
SU59,Warab
SV00,Svalbard
SW00,Sweden
SW01,Alvsborgs Lan
SW02,Blekinge Lan
SW03,Gavleborgs Lan
SW04,Goteborgs Och Bohus Lan
SW05,Gotlands Lan
SW06,Hallands Lan
SW07,Jamtlands Lan
SW08,Jonkopings Lan
SW09,Kalmar Lan
SW10,Dalarnas Län
SW11,Kristianstads Lan
SW12,Kronobergs Lan
SW13,Malmohus Lan
SW14,Norrbottens Lan
SW15,Orebro Lan
SW16,Ostergotlands Lan
SW17,Skaraborgs Lan
SW18,Sodermanlands Lan
SW21,Uppsala Lan
SW22,Varmlands Lan
SW23,Vasterbottens Lan
SW24,Vasternorrlands Lan
SW25,Vastmanlands Lan
SW26,Stockholms Lan
SW27,Skåne Län
SW28,Västra Götalands Län
SX00,South Georgia And The South Sandwich Islands
SY00,Syria
SY01,Al Hasakah
SY02,Al Ladhiqiyah
SY03,Al Qunaytirah
SY04,Ar Raqqah
SY05,As Suwayda'
SY06,Dar`A
SY07,Dayr Az Zawr
SY08,Rif Dimashq
SY09,Halab
SY10,Hamah
SY11,Hims
SY12,Idlib
SY13,Dimashq
SY14,Tartus
SZ00,Switzerland
SZ01,Aargau
SZ02,Ausser-Rhoden
SZ03,Basel-Landschaft
SZ04,Basel-Stadt
SZ05,Bern
SZ06,Fribourg
SZ07,Geneve
SZ08,Glarus
SZ09,Graubunden
SZ10,Inner-Rhoden
SZ11,Luzern
SZ12,Neuchatel
SZ13,Nidwalden
SZ14,Obwalden
SZ15,Sankt Gallen
SZ16,Schaffhausen
SZ17,Schwyz
SZ18,Solothurn
SZ19,Thurgau
SZ20,Ticino
SZ21,Uri
SZ22,Valais
SZ23,Vaud
SZ24,Zug
SZ25,Zurich
SZ26,Jura
TB00,Saint Barthelemy
TC00,United Arab Emirates
TC01,Abu Zaby
TC02,`Ajman
TC03,Dubayy
TC04,Al Fujayrah
TC05,Ra'S Al Khaymah
TC06,Ash Shariqah
TC07,Umm Al Qaywayn
TD00,Trinidad
TD01,Arima
TD02,Caroni
TD03,Mayaro
TD04,Nariva
TD05,Port-Of-Spain
TD06,Saint Andrew
TD07,Saint David
TD08,Saint George
TD09,Saint Patrick
TD10,San Fernando
TD11,Tobago
TD12,Victoria
TE00,Tromelin Island
TH00,Thailand
TH01,Mae Hong Son
TH02,Chiang Mai
TH03,Chiang Rai
TH04,Nan
TH05,Lamphun
TH06,Lampang
TH07,Phrae
TH08,Tak
TH09,Sukhothai
TH10,Uttaradit
TH11,Kamphaeng Phet
TH12,Phitsanulok
TH13,Phichit
TH14,Phetchabun
TH15,Uthai Thani
TH16,Nakhon Sawan
TH17,Nong Khai
TH18,Loei
TH19,Udon Thani
TH20,Sakon Nakhon
TH21,Nakhon Phanom
TH22,Khon Kaen
TH23,Kalasin
TH24,Maha Sarakham
TH25,Roi Et
TH26,Chaiyaphum
TH27,Nakhon Ratchasima
TH28,Buriram
TH29,Surin
TH30,Sisaket
TH31,Narathiwat
TH32,Chai Nat
TH33,Sing Buri
TH34,Lop Buri
TH35,Ang Thong
TH36,Phra Nakhon Si Ayutthaya
TH37,Saraburi
TH38,Nonthaburi
TH39,Pathum Thani
TH40,Krung Thep
TH41,Phayao
TH42,Samut Prakan
TH43,Nakhon Nayok
TH44,Chachoengsao
TH45,Prachin Buri
TH46,Chon Buri
TH47,Rayong
TH48,Chanthaburi
TH49,Trat
TH50,Kanchanaburi
TH51,Suphan Buri
TH52,Ratchaburi
TH53,Nakhon Pathom
TH54,Samut Songkhram
TH55,Samut Sakhon
TH56,Phetchaburi
TH57,Prachuap Khiri Khan
TH58,Chumphon
TH59,Ranong
TH60,Surat Thani
TH61,Phangnga
TH62,Phuket
TH63,Krabi
TH64,Nakhon Si Thammarat
TH65,Trang
TH66,Phatthalung
TH67,Satun
TH68,Songkhla
TH69,Pattani
TH70,Yala
TH71,Ubon Ratchathani
TH72,Yasothon
TH73,Nakhon Phanom
TH74,Prachin Buri
TH75,Ubon Ratchathani
TH76,Udon Thani
TH77,Amnta Charoen
TH78,Mukdahan
TH79,Nong Bua Lamphu
TH80,Sa Kaeo
TI00,Tajikistan
TI01,Kŭhistoni Badakhshon
TI02,Khatlon
TI03,Sughd
TK00,Turks And Caicos Islands
TL00,Tokelau
TN00,Tonga
TN01,Ha`Apai
TN02,Tongatapu
TN03,Vava`U
TO00,Togo
TO01,Amlame
TO02,Aneho
TO03,Atakpame
TO04,Bafilo
TO05,Bassar
TO06,Dapaong
TO07,Kante
TO08,Klouto
TO09,Lama-Kara
TO10,Lome
TO11,Mango
TO12,Niamtougou
TO13,Notse
TO14,Kpagouda
TO15,Badou
TO16,Sotouboua
TO17,Tabligbo
TO18,Tsevie
TO19,Tchamba
TO20,Tchaoudjo
TO21,Vogan
TO22,Centrale
TO23,Kara
TO24,Maritime
TO25,Plateaux
TO26,Savanes
TP00,Sao Tome And Principe
TP01,Principe
TP02,Sao Tome
TS00,Tunisia
TS02,Al Qasrayn
TS03,Al Qayrawan
TS06,Jundubah
TS07,Madanin
TS09,Qabis
TS10,Qafsah
TS14,Kef
TS15,Al Mahdiyah
TS16,Al Munastir
TS17,Bajah
TS18,Banzart
TS19,Nabul
TS20,Safaqis
TS21,Sidi Bu Zayd
TS22,Silyanah
TS23,Susah
TS24,Tunis
TS25,Tunis Al Janubiyah
TS26,Aryanah
TS27,Bin `Arus
TS28,Madanin
TS29,Qabis
TS31,Qibili
TS32,Safaqis
TS33,Sidi Bu Zayd
TS34,Tatawin
TS35,Tawzar
TS36,Tunis
TS37,Zaghwan
TS38,Ariana
TS39,Manouba
TT00,Timor-Leste
TU00,Turkey
TU01,Adana
TU02,Adiyaman
TU03,Afyonkarahisar
TU04,Agri
TU05,Amasya
TU06,Ankara
TU07,Antalya
TU08,Artvin
TU09,Aydin
TU10,Balikesir
TU11,Bilecik
TU12,Bingol
TU13,Bitlis
TU14,Bolu
TU15,Burdur
TU16,Bursa
TU17,Canakkale
TU18,Cankiri
TU19,Corum
TU20,Denizli
TU21,Diyarbakir
TU22,Edirne
TU23,Elazig
TU24,Erzincan
TU25,Erzurum
TU26,Eskisehir
TU27,Gaziantep
TU28,Giresun
TU29,Giimiishane
TU30,Hakkari
TU31,Hatay
TU32,Icel
TU33,Isparta
TU34,Istanbul
TU35,Izmir
TU36,Kars
TU37,Kastamonu
TU38,Kayseri
TU39,Kirklareli
TU40,Kirsehir
TU41,Kocaeli
TU42,Konya
TU43,Kutahya
TU44,Malatya
TU45,Manisa
TU46,Kahramanmaraş
TU47,Mardin
TU48,Mugla
TU49,Mus
TU50,Nevsehir
TU51,Nigde
TU52,Ordu
TU53,Rize
TU54,Sakarya
TU55,Samsun
TU56,Siirt
TU57,Sinop
TU58,Sivas
TU59,Tekirdag
TU60,Tokat
TU61,Trabzon
TU62,Tunceli
TU63,Şanlıurfa
TU64,Usak
TU65,Van
TU66,Yozgat
TU67,Zonguldak
TU68,Ankara
TU69,Gumushane
TU70,Hakkari
TU71,Konya
TU72,Mardin
TU73,Nigde
TU74,Siirt
TU75,Aksaray
TU76,Batman
TU77,Bayburt
TU78,Karaman
TU79,Kirikkale
TU80,Sirnak
TU81,Adana
TU82,Çankırı
TU83,Gaziantep
TU84,Kars
TU85,Zonguldak
TU86,Ardahan
TU87,Bartın İli
TU88,Iğdır
TU89,Karabük
TU90,Kilis
TU91,Osmaniye
TU92,Yalova
TU93,Düzce
TV00,Tuvalu
TW00,Taiwan
TW01,Fu-Chien
TW02,Kao-Hsiung
TW03,T'Ai-Pei
TW04,T'Ai-Wan
TX00,Turkmenistan
TX01,Ahal
TX02,Balkan
TX03,Dashhowuz
TX04,Lebap
TX05,Mary
TZ00,Tanzania
TZ01,Arusha
TZ02,Pwani
TZ03,Dodoma
TZ04,Iringa
TZ05,Kigoma
TZ06,Kilimanjaro
TZ07,Lindi
TZ08,Mara
TZ09,Mbeya
TZ10,Morogoro
TZ11,Mtwara
TZ12,Mwanza
TZ13,Pemba North
TZ14,Ruvuma
TZ15,Shinyanga
TZ16,Singida
TZ17,Tabora
TZ18,Tanga
TZ19,Kagera
TZ20,Pemba South
TZ21,Zanzibar Central/South
TZ22,Zanzibar North
TZ23,Dar Es Salaam
TZ24,Rukwa
TZ25,Zanzibar Urban/West
TZ26,Arusha
TZ27,Manyara
UG00,Uganda
UG01,Ankole
UG02,Bugisu
UG03,Bukedi
UG04,Bunyoro
UG05,Busoga
UG06,East Acholi
UG07,East Mengo
UG08,Karamoja
UG09,Kigezi
UG10,Lango
UG11,Madi
UG12,South Buganda
UG13,Mubende
UG14,Sebei
UG15,Teso
UG16,Toro
UG17,West Acholi
UG18,Central
UG19,West Nile
UG20,Eastern
UG21,Nile
UG22,North Buganda
UG23,Northern
UG24,Southern
UG25,Western
UG26,Apac
UG27,Arua
UG28,Bundibugyo
UG29,Bushenyi
UG30,Gulu
UG31,Hoima
UG32,Iganga
UG33,Jinja
UG34,Kabale
UG35,Kabarole
UG36,Kalangala
UG37,Kampala
UG38,Kamuli
UG39,Kapchorwa
UG40,Kasese
UG41,Kibale
UG42,Kiboga
UG43,Kisoro
UG44,Kitgum
UG45,Kotido
UG46,Kumi
UG47,Lira
UG48,Luwero
UG49,Masaka
UG50,Masindi
UG51,Mbale
UG52,Mbarara
UG53,Moroto
UG54,Moyo
UG55,Mpigi
UG56,Mubende
UG57,Mukono
UG58,Nebbi
UG59,Ntungamo
UG60,Pallisa
UG61,Rakai
UG62,Rukungiri
UG63,Soroti
UG64,Tororo
UG65,Adjumani
UG66,Bugiri
UG67,Busia
UG68,Iganga
UG69,Katakwi
UG70,Luwero
UG71,Masaka
UG72,Moyo
UG73,Nakasongola
UG74,Sembabule
UG75,Soroti
UG76,Tororo
UG77,Arua
UG78,Iganga
UG79,Kabarole
UG80,Kaberamaido
UG81,Kamwenge
UG82,Kanungu
UG83,Kayunga
UG84,Kitgum
UG85,Kyenjojo
UG86,Mayuge
UG87,Mbale
UG88,Moroto
UG89,Mpigi
UG90,Mukono
UG91,Nakapiripirit
UG92,Pader
UG93,Rukungiri
UG94,Sironko
UG95,Soroti
UG96,Wakiso
UG97,Yumbe
UK00,United Kingdom
UKA1,Barking And Dagenham
UKA2,Barnet
UKA3,Barnsley
UKA4,Bath And North East Somerset
UKA5,Bedfordshire
UKA6,Bexley
UKA7,Birmingham
UKA8,Blackburn With Darwen
UKA9,Blackpool
UKB1,Bolton
UKB2,Bournemouth
UKB3,Bracknell Forest
UKB4,Bradford
UKB5,Brent
UKB6,Brighton And Hove
UKB7,Bristol
UKB8,Bromley
UKB9,Buckinghamshire
UKC1,Bury
UKC2,Calderdale
UKC3,Cambridgeshire
UKC4,Camden
UKC5,Cheshire
UKC6,Cornwall
UKC7,Coventry
UKC8,Croydon
UKC9,Cumbria
UKD1,Darlington
UKD2,Derby
UKD3,Derbyshire
UKD4,Devon
UKD5,Doncaster
UKD6,Dorset
UKD7,Dudley
UKD8,Durham
UKD9,Ealing
UKE1,East Riding Of Yorkshire
UKE2,East Sussex
UKE3,Enfield
UKE4,Essex
UKE5,Gateshead
UKE6,Gloucestershire
UKE7,Greenwich
UKE8,Hackney
UKE9,Halton
UKF1,Hammersmith And Fulham
UKF2,Hampshire
UKF3,Haringey
UKF4,Harrow
UKF5,Hartlepool
UKF6,Havering
UKF7,Herefordshire
UKF8,Hertfordshire
UKF9,Hillingdon
UKG1,Hounslow
UKG2,Isle Of Wight
UKG3,Islington
UKG4,Kensington And Chelsea
UKG5,Kent
UKG6,Kingston Upon Hull
